ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
81,Kathleen Agnoli,American,Female,1945,0
82,Peter Agostini,American,Male,1913,1993
83,Olympe Aguado de las Marismas,French,Male,1827,1894
84,Dongkuk S. Ahn,American,Male,1937,2013
85,Aarne Aho,Finnish,Male,1904,1978
86,Otl Aicher (also known as Otto Aicher),German,Male,1922,1991
87,Lucien Aigner,American,Male,1901,1999
88,Gregory Ain,American,Male,1908,1988
89,Edgar Ainsworth,British,Male,1906,1975
91,Roberto Aizenberg,Argentine,Male,1928,1996
92,Kinji Akagawa,Japanese,Male,1940,0
93,Ryoji Akiyama,Japanese,Male,1942,0
94,Munira Al-Kazi,Kuwaiti,Female,1939,0
95,Alastair (Hans H. Voight),German,Male,1887,1969
96,Anni Albers,American,Female,1899,1994
97,Josef Albers,American,Male,1888,1976
99,Joan Albert,American,Female,1943,2012
100,Ivan LeLorraine Albright,American,Male,1897,1983
103,Albert Alcalay,American,Male,1917,2008
104,L. (Alfred Lewin Copley) Alcopley,American,Male,1910,1992
106,Alan Aldridge,British,Male,1943,0
107,Pierre Alechinsky,Belgian,Male,1927,0
108,Peter Alexander,American,Male,1939,2020
112,José R. Alicea,American,Male,1928,0
114,James Alinder,American,Male,1941,0
115,Yves Alix,French,Male,1890,1969
116,Wobbe Alkema,Dutch,Male,1900,1984
117,William Allan,American,Male,1936,0
118,Alexander Alland,American,Male,1902,1989
119,Harry Allen,American,Male,1964,0
120,Terry Allen,American,Male,1943,0
121,Adrian Allinson,British,Male,1890,1959
123,Carlos Alonso,Argentine,Male,1929,0
124,Glen Alps,American,Male,1914,1996
126,Henry Altchek,American,Male,1943,0
127,Gerhard Altenbourg,German,Male,1926,1989
128,Hobie Alter,American,Male,1933,0
129,Harold Altman,American,Male,1924,2003
131,Giacchino Altobelli,Italian,Male,1814,0
132,John Altoon,American,Male,1925,1969
135,Manuel Álvarez Bravo,Mexican,Male,1902,2002
136,Dag Alveng,Norwegian,Male,1953,0
137,Getulio Alviani,Italian,Male,1939,0
138,Edmond-François Aman Jean,French,Male,1858,1936
140,Jim Amaral,American,Male,1933,0
141,Emilio Ambasz,Argentine,Male,1943,0
143,Irving Amen,American,Male,1918,2011
144,Woody van Amen,Dutch,Male,1936,0
145,Gregory Amenoff,American,Male,1948,0
148,Florencia de Amesti,Chilean,Female,1925,2006
149,Cuno Amiet,Swiss,Male,1868,1961
150,Francisco Amighetti Ruiz,Costa Rican,Male,1907,1998
153,Emma Amos,American,Female,1937,2020
154,Mauricio Amster Cats,Chilean,Male,1907,1980
155,William Anastasi,American,Male,1933,0
157,Stephen Ancona,American,Male,1932,0
158,Jiþi Anderle,Czech,Male,1936,0
159,Gunnar Aagaard Andersen,Danish,Male,1919,1982
160,Karin Schou Andersen,Danish,Female,1953,0
161,Clarence William Anderson,American,Male,1891,1971
162,Carl Anderson,American,Male,1903,1989
163,Dennis Anderson,American,Male,1948,0
164,Jeremy Anderson,American,Male,1921,1982
165,James Anderson,British,Male,1813,1877
166,Jerry Anderson,American,Male,1938,0
167,John Anderson,British,Male,1928,0
168,Neil Anderson,American,Male,1933,0
169,Paul L. Anderson,American,Male,1880,1956
170,Monika Andersson,Swedish,Female,1957,0
172,Joe Andoe,American,Male,1955,0
173,Farnese de Andrade-Neto,Brazilian,Male,1926,1996
174,Carl Andre,American,Male,1935,0
175,Pat Andrea,Dutch,Male,1942,0
177,Henning Andreasen,Danish,Male,1923,0
178,Laura Andreson,American,Female,1902,1999
179,Mariano Andreù,Spanish,Male,1888,1976
180,Benny Andrews,American,Male,1930,2006
181,Emmy Andriesse,Dutch,Female,1914,1953
182,Claudia Andujar,American,Female,1931,0
183,Manuel Angeles Ortiz,Spanish,Male,1895,1984
184,Ludwig Angerer,Austrian,Male,1827,1879
186,Raúl Anguiano,Mexican,Male,1915,2006
188,Sibyl Anikeef,American,Female,1896,1996
189,James Craig Annan,British,Male,1864,1946
190,Thomas Annan,British,Male,1829,1887
193,David Annesley,British,Male,1936,0
194,Horst Antes,German,Male,1936,0
195,William Anthony,American,Male,1934,0
196,Stephen Antonakos,American,Male,1926,2013
198,Garo Antreasian,American,Male,1922,0
199,Nemesio Antúnez,Chilean,Male,1918,1993
200,Richard Anuszkiewicz,American,Male,1930,2020
202,Carl Apfelschnitt,American,Male,1948,0
203,Karel Appel,Dutch,Male,1921,2006
205,Ida Applebroog,American,Female,1929,0
207,Shusaku Arakawa,American,Male,1936,2010
208,Diane Arbus,American,Female,1923,1971
209,Aleksandr Archipenko,American,Male,1887,1964
211,Mordecai Ardon,Israeli,Male,1896,1992
212,Luis Arenal,Mexican,Male,1909,1985
214,Egmont Arens,American,Male,1888,1966
216,Avigdor Arikha,Romanian,Male,1929,2010
217,Gonzalo Ariza,Colombian,Male,1912,1995
219,Siah Armajani,American,Male,1939,0
220,Arman,American,Male,1928,2005
221,Armando,Dutch,Male,1929,0
224,Kenneth Armitage,British,Male,1916,2002
225,John Taylor Arms,American,Male,1887,1953
226,John Armstrong,British,Male,1893,1973
227,François Arnal,French,Male,1924,2012
229,Eugène Atget,French,Male,1857,1927
230,John Atherton,American,Male,1900,1952
231,Anna Atkins,British,Female,1799,1871
232,Conrad Atkinson,British,Male,1940,0
233,Lawrence Atkinson,British,Male,1873,1931
234,Terry Atkinson,British,Male,1939,0
235,Jean-Michel Atlan,French,Male,1913,1960
236,Dotty Attie,American,Female,1938,0
238,Carl Auböck,Austrian,Male,1924,1993
239,Charles Aubry,French,Male,1811,1877
240,Frank Auerbach,British,Male,1931,0
241,Gae Aulenti,Italian,Female,1930,2012
243,George Ault,American,Male,1891,1948
246,Mario Avati,Italian,Male,1921,2009
247,Edward Avedisian,American,Male,1936,2007
248,Richard Avedon,American,Male,1923,2004
249,Frances Avery,American,Female,1910,2006
250,Milton Avery,American,Male,1885,1965
254,Kiyoshi Awazu,Japanese,Male,1929,2009
255,Ay-O,Japanese,Male,1931,0
256,Alice Aycock,American,Female,1946,0
257,Pierre Ayot,Canadian,Male,1943,1995
258,Michael Ayrton,British,Male,1921,1975
259,Luis Cruz Azaceta,American,Male,1942,0
260,Umetaro Azechi,Japanese,Male,1902,1999
261,Kengiro Azuma,Japanese,Male,1926,0
262,Johannes Baader,German,Male,1875,1955
263,Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),German,Male,1892,1927
264,Kurt W. Baasch,American,Male,1891,1964
265,Alice Baber,American,Female,1928,1982
268,Edmondo Bacci,Italian,Male,1913,1978
269,Elvira Bach,German,Female,1951,0
270,Olof Backman,Swedish,Male,1899,0
271,Olof Backstrom,Finnish,Male,1922,0
272,Francis Bacon,British,Male,1909,1992
273,Peggy Bacon,American,Female,1895,1987
275,Karl Baden,American,Male,1952,0
276,Mowry Thatcher Baden,American,Male,1936,0
277,Aquiles Badi,Argentine,Male,1894,1976
278,Libero Badii,Argentine,Male,1916,2001
279,Frank Badur,German,Male,1944,0
280,Donald Baechler,American,Male,1956,0
281,Jo Baer,American,Female,1929,0
282,Martin Baer,American,Male,1894,1961
283,Olle Baertling,Swedish,Male,1911,1981
284,Myrna Báez,American,Female,1931,0
285,John Bageris,American,Male,1924,2000
286,Heinz Bahr,German,Male,1934,0
287,Malcolm Bailey,American,Male,1947,2011
288,Oscar Bailey,American,Male,1925,2010
289,William Bailey,American,Male,1930,2020
290,Larry Bair,American,Male,1952,1990
291,Eugenie Baizerman,American,Female,1899,1949
292,Enrico Baj,Italian,Male,1924,2003
296,Mikal Baker,American,Male,1946,0
298,Vagrich Bakhchanyan,Russian,Male,1938,2009
300,Léon Bakst,Russian,Male,1866,1924
301,Gerard Baksteen,Dutch,Male,1887,1976
302,Amèrico Balán,Argentine,Male,1915,1986
303,Jirí Balcar,Czech,Male,1929,1968
304,John Baldessari,American,Male,1931,2020
305,George Baldessin,Australian,Male,1939,1978
307,C. Leroy Baldridge,American,Male,1889,1975
308,Édouard-Denis Baldus,French,Male,1813,1882
309,Benjamin Baldwin,American,Male,1913,1993
310,Joost Baljeu,Dutch,Male,1925,1991
311,Giacomo Balla,Italian,Male,1871,1958
313,R. Maxil Ballinger,American,Male,1914,1958
314,Theo H. Ballmer,Swiss,Male,1902,1965
315,Alexander Bally,American,Male,1938,0
316,John F. Balossi,American,Male,1931,2007
317,Balthus (Baltusz Klossowski de Rola),French,Male,1908,2001
318,Lewis Baltz,American,Male,1945,2014
319,Thomas Bamberger,American,Male,1948,0
320,McDonald (Mackey Jeffries) Bane,American,Female,1928,0
321,Colette Bangert,American,Female,1934,0
322,Walter Darby Bannard,American,Male,1934,2016
323,John Banting,British,Male,1902,1972
324,Rudolf Baranik,American,Male,1920,1998
325,Vladimir Baranoff-Rossiné,Ukrainian,Male,1888,1944
327,Anthony Barboza,American,Male,1944,0
329,Miquel Barcelo,Spanish,Male,1957,0
330,Peter Bardazzi,American,Male,1943,0
331,Jules-Jean-Antoine Baric,French,Male,1825,1905
332,Richard Baringer,American,Male,1921,1980
333,George Barker,Australian,Male,1942,0
334,Walter William Barker,American,Male,1921,2004
335,Ernst Barlach,German,Male,1870,1938
336,George Barnard,American,Male,1819,1902
338,Matthew Rackham Barnes,American,Male,1880,1951
339,Robert Barnes,American,Male,1934,0
342,Will Barnet,American,Male,1911,2012
343,Tina Barney,American,Female,1945,0
344,Hannelore Baron,American,Female,1926,1987
345,Martin Barooshian,American,Male,1929,0
348,Maurice Barraud,Swiss,Male,1889,1955
349,Susan Barron,American,Female,1947,0
350,Thomas F. Barrow,American,Male,1938,0
351,D. F. Barry,American,Male,1854,1934
352,Robert Barry,American,Male,1936,0
353,Robert Bart,American,Male,1923,0
354,Frances Barth,American,Female,1946,0
355,Ruodi Barth,Swiss,Male,1921,1999
356,"Ralph Bartholomew, Jr.",American,Male,1907,1985
357,Jennifer Bartlett,American,Female,1941,0
358,Robert Bartlett,British,Male,1922,1979
359,Carlo Bartoli,Italian,Male,1931,0
360,Luigi Bartolini,Italian,Male,1892,1963
361,Joseph Bartscherer,American,Male,1954,0
362,Gianfranco Baruchello,Italian,Male,1924,0
363,Héctor Basaldua,Argentine,Male,1895,1976
364,Bernard Baschet,French,Male,1917,2015
365,François Baschet,French,Male,1920,2014
366,Georg Baselitz,German,Male,1938,0
368,Mati Basis,Israeli,Male,1933,0
369,Leonard Baskin,American,Male,1922,2000
370,Jean-Michel Basquiat,American,Male,1960,1988
371,Joel Bass,American,Male,1943,0
372,Saul Bass,American,Male,1920,1996
374,Miriam Bat-Yosef,German,Female,1931,0
375,Georges Bataille,French,Male,1897,1962
377,Josef Bato,Hungarian,Male,1888,1966
378,John Battan,American,Male,1943,1976
379,Wall Batterton,British,Male,1932,0
380,Dora M. Batty,British,Female,1900,1966
381,Eugen Batz,German,Male,1905,1986
383,André Bauchant,French,Male,1873,1958
384,Karl Bauer,German,Male,1868,1942
385,Rudolph Bauer,American,Male,1889,1954
386,Mary Bauermeister,American,Female,1934,0
388,Marilyn Baum,American,Female,1939,0
390,Hans Theo Baumann,German,Male,1924,0
391,Otto Baumberger,Swiss,Male,1889,1961
392,Willi Baumeister,German,Male,1889,1955
393,Lothar Baumgarten,German,Male,1944,2018
395,Edward Bawden,British,Male,1903,1989
397,Iain Baxter&,Canadian,Male,1936,0
398,Hippolyte Bayard,French,Male,1801,1887
399,Herbert Bayer,American,Male,1900,1985
401,Ed Baynard,American,Male,1940,0
402,Thomas Bayrle,German,Male,1937,0
403,Douglas Baz,American,Male,1943,0
404,Jean Bazaine,French,Male,1904,2001
405,Castera Bazile,Haitian,Male,1923,1966
406,William Baziotes,American,Male,1912,1963
407,Gifford Beal,American,Male,1879,1956
408,Jack Beal,American,Male,1931,2013
409,Lester Beall,American,Male,1903,1969
411,Mark Beard,American,Male,1956,0
412,Romare Bearden,American,Male,1911,1988
413,Aubrey Beardsley,British,Male,1872,1898
414,Bruce Beasley,American,Male,1939,0
416,Felice Beato,Italian,Male,1825,1903
417,Cecil Beaton,British,Male,1904,1980
419,Robert Beauchamp,American,Male,1923,1995
420,André Beaudin,French,Male,1895,1975
421,Alessandro Becchi,Italian,Male,1946,0
422,Bernd Becher,German,Male,1931,2007
423,Thelma Becherer,American,Female,1916,2008
424,Robert Bechtle,American,Male,1932,0
425,Gustav K. Beck,Austrian,Male,1902,1983
427,Fred Becker,American,Male,1913,2004
428,Bill Beckley,American,Male,1946,0
429,Max Beckmann,German,Male,1884,1950
430,Francis Bedford,British,Male,1816,1894
431,René Beeh,German,Male,1886,1922
432,Jan Bontjes van Beek,German,Male,1899,1969
433,Chris Hendrik Beekman,Dutch,Male,1887,1964
434,Max Beerbohm,British,Male,1872,1956
436,Hedda Beese,German,Female,1944,0
438,Peter Behrens,German,Male,1868,1940
439,Edith Behring,Brazilian,Female,1916,1996
440,John Behringer,American,Male,1939,0
441,J. J. Beljon,Dutch,Male,1922,2002
442,Alistair Macready Bell,Canadian,Male,1913,1997
443,Charles M. Bell,American,Male,1848,1893
444,Larry Bell,American,Male,1939,0
445,Vanessa Bell,British,Female,1879,1961
446,William H. Bell,American,Male,1830,1910
447,Ross Bellah,American,Male,1907,2004
448,Joseph Bellanca,American,Male,1930,2013
449,John Bellany,British,Male,1942,2013
450,Rudolf Belling,German,Male,1886,1972
451,Mario Bellini,Italian,Male,1935,0
452,Hans Bellmer,German,Male,1902,1975
453,Ernest J. Bellocq,American,Male,1873,1949
455,George Bellows,American,Male,1882,1925
456,Rossella Bellusci,Italian,Female,1947,0
457,Giandomenico Belotti,Italian,Male,1922,0
458,Christian Belpaire,Congolese,Male,1949,2003
459,Antoli Pawlowitsch Belski,Russian,Male,1896,1971
462,Ahron Ben-Shmuel,American,Male,1903,1984
463,Ben-Zion,American,Male,1897,1987
464,Adolf Benca,American,Male,1959,0
465,W. T. Benda,American,Male,1873,1948
467,Niels Sylvester Bendtsen,Danish,Male,1943,0
468,Nair Benedicto,Brazilian,Female,1940,0
469,Luis Fernando Benedit,Argentine,Male,1937,2011
470,G. A. Beneker,American,Male,1882,1934
471,Lynda Benglis,American,Female,1941,0
472,Billy Al Bengston,American,Male,1934,0
473,Jim Bengston,American,Male,1942,0
475,Gordon Bennett,American,Male,1933,2012
476,Henry Hamilton Bennett,American,Male,1843,1908
478,Ward Bennett,American,Male,1917,2003
481,David Bentley,American,Male,1938,0
482,Nicholas Bentley,British,Male,1907,1978
483,Thomas Hart Benton,American,Male,1889,1975
484,Roloff Beny,Canadian,Male,1924,1984
485,Etienne (Istvan) Béothy,Hungarian,Male,1897,1962
486,Christian Bérard,French,Male,1902,1949
487,Roberto Berdecio,Bolivian,Male,1913,1996
488,Vera Berdich,American,Female,1915,2003
489,Ed Bereal,American,Male,1937,0
490,Stephen Lynn Berens,American,Male,1952,0
492,Charles Berger,American,Male,1943,0
493,Jason Berger,American,Male,1924,2010
495,Hagbard Elis Bergh,Swedish,Male,1881,1954
496,Håkan Bergkvist,Swedish,Male,1946,0
497,Ella Bergmann-Michel,German,Female,1896,1971
498,Paul Bergtold,American,Male,1942,0
501,Henryk Berlewi,Polish,Male,1894,1967
502,Eugene Berman,American,Male,1899,1972
503,Mieczyslaw Berman,Polish,Male,1903,1975
504,Sarah Berman,American,Female,1895,1957
505,Wallace Berman,American,Male,1926,1976
506,Zeke Berman,American,Male,1951,0
507,Cundo Bermúdez,Cuban,Male,1914,2008
508,José Ygnacio Bermudez,Cuban,Male,1922,1988
510,Camille Bernabé,French,Male,1808,1900
511,Émile Bernard,French,Male,1868,1941
512,Francis Bernard,French,Male,1900,1979
513,Valère Bernard,French,Male,1860,1936
514,Jerry Berndt,American,Male,1943,2013
515,Lucian Bernhard,American,Male,1883,1972
516,Ruth Bernhard,American,Female,1905,2006
517,Antonio Berni,Argentine,Male,1905,1981
518,Janez Bernik,Yugoslav,Male,1933,2016
519,Judith Bernstein,American,Female,1942,0
520,Richard Bernstein,American,Male,1939,2002
521,Jean Berque,French,Male,1896,1954
522,Miguel Ortiz Berrocal,Spanish,Male,1933,2006
526,Berthold-Mahn (Charles Désiré),French,Male,1893,1975
527,René Bertholo,Portuguese,Male,1935,2005
528,Paul Berthon,French,Male,1872,1909
529,Jake Berthot,American,Male,1939,2014
530,Gianni Bertini,Italian,Male,1922,0
531,Harry Bertoia,American,Male,1915,1978
533,Albert Besnard,French,Male,1849,1934
534,Forrest Bess,American,Male,1911,1977
535,Ruth Bessoudo Courvoisier,Brazilian,Female,1914,2015
536,Alan Randall Best,Canadian,Male,1958,0
538,Pierre Betz,French,Male,1899,1969
539,Wim Beuning,Dutch,Male,1914,1986
540,Joseph Beuys,German,Male,1921,1986
542,Thomas Bewick,British,Male,1753,1828
544,Jyoti Bhatt,Indian,Male,1934,0
545,Domenico Bianchi,Italian,Male,1955,0
546,Pamela Bianco,American,Female,1906,1994
547,Fulvio Bianconi,Italian,Male,1915,1996
549,Alberto Biasi,Italian,Male,1937,0
550,Guido Biasi,Italian,Male,1933,0
551,Ashley Bickerton,British,Male,1959,0
553,George Biddle,American,Male,1885,1973
554,Charles Biederman,American,Male,1906,2004
555,James Biederman,American,Male,1947,0
556,Aenne Biermann,German,Female,1898,1933
557,Wilson Bigaud,Haitian,Male,1931,2010
559,Max Bill,Swiss,Male,1908,1994
560,Joseph Binder,American,Male,1898,1972
561,Ilse Bing,American,Female,1899,1998
562,Robert J. Bingham,British,Male,1824,1870
563,Manfred Bingler,Swiss,Male,1928,0
564,Peter Birkhauser,Swiss,Male,1911,1976
565,Robert Birmelin,American,Male,1933,0
566,Werner Bischof,Swiss,Male,1916,1954
567,Elmer Bischoff,American,Male,1916,1991
568,Isabel Bishop,American,Female,1902,1988
569,James Bishop,American,Male,1927,0
570,Michael Bishop,American,Male,1946,2016
571,Maureen Bisilliat,American,Female,1931,0
572,Antonio Bisquert Pérez,Spanish,Male,1906,1990
573,Julius Bissier,German,Male,1893,1965
574,Roger Bissière,French,Male,1888,1964
575,George Bissill,British,Male,1896,1973
576,Auguste-Rosalie Bisson,French,Male,1826,1900
577,Louis-Auguste Bisson,French,Male,1814,1876
578,Arnold Bittleman,American,Male,1933,1985
579,Dolores Dembus Bittleman,American,Female,1931,0
580,Ion Bitzan,Romanian,Male,1924,1997
581,Judith Black,American,Female,1945,0
582,James Wallace Black,American,Male,1825,1896
584,Wendell Black,American,Male,1919,1972
585,Elizabeth Blackadder,British,Female,1931,0
586,Morris Blackburn,American,Male,1902,1979
587,Tom Blackwell,American,Male,1938,0
588,Ronald Bladen,American,Male,1918,1988
589,Nell Blaine,American,Female,1922,1996
590,Jean-Charles Blais,French,Male,1956,0
591,Jeffrey Blake,American,Male,1954,0
592,Peter Blake,British,Male,1932,0
593,Camilo (Jésus Sanchez Urteaga) Blas,Peruvian,Male,1903,1985
594,Werner Blaser,Swiss,Male,1924,0
595,Edwin Howland Blashfield,American,Male,1848,1936
597,Ross Bleckner,American,Male,1949,0
599,René Bleibtreu,French,Male,1920,0
602,André Bloc,French,Male,1896,1966
603,Albert Bloch,American,Male,1882,1961
604,Julius Thiengen Bloch,American,Male,1888,1966
605,Pierrette Bloch,French,Female,1928,0
607,Gay Block,American,Female,1942,0
608,Barbara Bloom,American,Female,1951,0
609,Hyman Bloom,American,Male,1913,2009
610,Vern Blosum,American,Male,1936,2017
611,Sandra Blow,British,Female,1925,2006
612,Oscar Bluemner,American,Male,1867,1938
613,Norman Bluhm,American,Male,1920,1999
614,Donald Blumberg,American,Male,1935,0
615,Anna Blume,German,Female,1937,2020
616,Bernhard Blume,German,Male,1937,2011
617,Peter Blume,American,Male,1906,1992
618,Erwin Blumenfeld,German,Male,1897,1969
623,Marcello Boccacci,Italian,Male,1914,1996
624,Umberto Boccioni,Italian,Male,1882,1916
625,Mel Bochner,American,Male,1940,0
626,Bengt Böckman,Swedish,Male,1936,0
630,Alighiero Boetti,Italian,Male,1940,1994
631,Marinus Boezem,Dutch,Male,1934,0
632,Ricardo Bofill,Spanish,Male,1939,0
633,Arthur Emil Bofinger,Swiss,Male,1909,0
635,Varujan Boghosian,American,Male,1926,0
636,Theodor Bogler,German,Male,1897,1968
637,Alexander Bogomazov,Russian,Male,1880,1930
638,Blythe Bohnen,American,Female,1940,0
639,Olaf von Bohr,Austrian,Male,1927,0
640,Karl Bohrmann,German,Male,1928,1998
641,Bruce Boice,American,Male,1941,0
644,Richard Boix,Spanish,Male,1894,1949
645,Jakob (Jack) Friedrich Bollschweiler,German,Male,1888,1938
646,Roger Bolomey,American,Male,1918,0
647,Jay Bolotin,American,Male,1949,0
648,Ilya Bolotowsky,American,Male,1907,1981
649,Christian Boltanski,French,Male,1944,0
650,Michael Bolus,British,Male,1934,2013
651,David Bomberg,British,Male,1890,1957
652,Camille Bombois,French,Male,1883,1970
654,Bona,Italian,Female,1926,0
655,Claus Bonderup,Danish,Male,1943,0
657,Muirhead Bone,British,Male,1876,1953
658,Antonio Bonet,Spanish,Male,1913,1989
659,Rodolfo Bonetto,Italian,Male,1929,1991
660,Marcelo Bonevardi,Argentine,Male,1929,1994
661,Felix Bonfils,French,Male,1831,1885
662,Dusti Bongé,American,Female,1903,1993
664,Paolo Boni,Italian,Male,1926,0
665,Pierre Bonnard,French,Male,1867,1947
668,Maria Bonomi,Brazilian,Female,1935,0
670,Lee Bontecou,American,Female,1931,0
671,Fabio Bonzi,Italian,Male,1943,0
673,Peter Booth,Australian,Male,1940,0
674,Osvaldo Borda,Argentine,Male,1929,0
675,Enrico Bordoni,Italian,Male,1904,1969
676,Paul-Émile Borduas,Canadian,Male,1905,1960
677,Wendela Boreel,British,Female,1895,1985
678,Francisco Borès,Spanish,Male,1898,1972
679,Norah Borges de Torre,Argentine,Female,1901,1998
682,Jonathan Borofsky,American,Male,1942,0
685,Elena Borstein,American,Female,1946,0
686,Sándor (Alexander) Bortnyik,Hungarian,Male,1893,1976
687,Fritz Boscovits,Swiss,Male,1871,1965
688,Derek Boshier,British,Male,1937,0
689,Richard Bosman,Australian,Male,1944,0
691,Rodolphe-Théophile Bosshard,Swiss,Male,1889,1960
692,Check  Boterf,American,Male,1934,0
693,Fernando Botero,Colombian,Male,1932,0
694,Dorr Bothwell,American,Female,1902,2000
696,Mario Botta,Swiss,Male,1943,0
697,Kenneth J. Botto,American,Male,1937,2008
698,Édouard Boubat,French,Male,1923,1999
699,René Robert Bouché,American,Male,1905,1963
701,Alice Boughton,American,Female,1865,1943
703,Firmin Bouisset,French,Male,1859,1925
705,Christine Boumeester,Dutch,Female,1904,1971
706,Louis Bouquet,French,Male,1885,1952
707,Harry Bouras,American,Male,1931,1993
708,Émile-Antoine Bourdelle,French,Male,1861,1929
710,Louise Bourgeois,American,Female,1911,2010
711,Fergus Bourke,Irish,Male,1934,2004
712,Margaret Bourke-White,American,Female,1904,1971
713,Samuel Bourne,British,Male,1834,1912
715,Jean-Louis Boussingault,French,Male,1883,1943
716,Henri Boutet,French,Male,1851,1919
718,Lynn Bowers,American,Male,1932,0
719,Frank Bowling,Guyanese,Male,1934,0
720,Stanley Boxer,American,Male,1926,2000
721,Fiske Boyd,American,Male,1895,1975
722,Fionnuala Boyd,British,Female,1944,0
723,James Henderson Boyd,Canadian,Male,1928,2002
724,Mark Boyle,British,Male,1934,0
725,James Boynton,American,Male,1928,2010
726,Paul Brach,American,Male,1924,2007
727,Angel Bracho,Mexican,Male,1911,2005
728,M. Leone Bracker,American,Male,1885,1937
729,Su Braden,British,Female,1940,0
731,Paul Bradley,American,Male,1960,0
732,William Bradley,American,Male,1868,1962
733,Dove Bradshaw,American,Male,1949,0
734,Mathew B. Brady (studio of),American,Male,1823,1896
736,Joe Brainard,American,Male,1942,1994
737,Emile Branchard,American,Male,1881,1938
738,Constantin Brâncuși,French,Male,1876,1957
740,Bill Brandt,British,Male,1904,1983
741,Marianne Brandt,German,Female,1893,1983
742,Robert Brandwein,American,Male,1933,1972
743,Frank Brangwyn,British,Male,1867,1956
744,Georges Braque,French,Male,1882,1963
745,Brassaï (Gyula Halász),French,Male,1899,1984
746,John Randall Bratby,British,Male,1928,1992
747,Pieter Brattinga,Dutch,Male,1931,0
749,Adolphe Braun,French,Male,1812,1877
751,Victor Brauner,Romanian,Male,1903,1966
752,Troy Brauntuch,American,Male,1954,0
753,Claudio Bravo,Chilean,Male,1936,2011
755,Stipe Brcic,Yugoslav,Male,1948,0
756,George Brecht,American,Male,1926,2008
757,Charles H. Breed,American,Male,1876,1950
758,Robert Breer,American,Male,1926,2011
759,Carl-Arne Breger,Swedish,Male,1923,0
760,K. P. Brehmer,German,Male,1938,1997
761,Raymond Breinin,American,Male,1910,2000
762,Joseph Breitenbach,American,Male,1896,1984
764,Uwe Bremer,German,Male,1940,0
766,Miguel Bresciano,Uruguayan,Male,1937,1979
767,Rodolphe Bresdin,French,Male,1822,1885
